Transaction_ID,Customer_ID,Transaction_Date,Transaction_Time,Transaction_Type,Amount_NGN,Channel,Device_Type,Location,International_Transaction,Transaction_Status,Risk_Review_Flag
FT-T000222,FT-C01110,1/2/2026,3:46:00 PM,Bill Payment,62478,POS,iOS,Abuja,No,Reversed,No
FT-T000223,FT-C00767,1/2/2026,3:57:00 PM,Transfer,1129,ATM,iOS,Port Harcourt,No,Successful,Yes
FT-T000224,FT-C01023,1/2/2026,4:08:00 PM,Card Purchase,737,Mobile App,Web Browser,Kaduna,No,Successful,No
FT-T000225,FT-C00372,1/2/2026,4:19:00 PM,Bill Payment,72297,Web,ATM Terminal,Kano,No,Successful,No
FT-T000226,FT-C00679,1/2/2026,4:30:00 PM,Card Purchase,40282,Mobile App,POS Terminal,Benin City,No,Successful,No
FT-T000227,FT-C00596,1/2/2026,4:41:00 PM,Transfer,19657,Mobile App,Android,Abuja,No,Successful,No
FT-T000228,FT-C00202,1/2/2026,4:51:00 PM,Card Purchase,6332,ATM,iOS,Port Harcourt,No,Successful,No
FT-T000229,FT-C00089,1/2/2026,5:02:00 PM,Bill Payment,1153,USSD,Android,Port Harcourt,No,Successful,No
FT-T000230,FT-C00437,1/2/2026,5:13:00 PM,Airtime/Data,1056,ATM,iOS,Port Harcourt,No,Successful,No
FT-T000231,FT-C00120,1/2/2026,5:24:00 PM,Transfer,6306,POS,iOS,Kano,No,Successful,No
FT-T000232,FT-C00156,1/2/2026,5:35:00 PM,Card Purchase,18981,Mobile App,ATM Terminal,Benin City,No,Successful,No
FT-T000233,FT-C00399,1/2/2026,5:45:00 PM,Card Purchase,13835,ATM,POS Terminal,Lagos,No,Successful,Yes
FT-T000234,FT-C00188,1/2/2026,5:56:00 PM,Transfer,751,POS,iOS,Kano,No,Successful,No
FT-T000235,FT-C01076,1/2/2026,6:07:00 PM,Cash Withdrawal,108294,Mobile App,POS Terminal,Port Harcourt,No,Successful,No
FT-T000236,FT-C00652,1/2/2026,6:18:00 PM,Transfer,294248,Mobile App,iOS,Kaduna,No,Successful,Yes
FT-T000237,FT-C00587,1/2/2026,6:29:00 PM,Transfer,100901,POS,ATM Terminal,Enugu,No,Successful,No
FT-T000238,FT-C00230,1/2/2026,6:39:00 PM,Bill Payment,1287,Web,Android,Benin City,No,Successful,No
FT-T000239,FT-C01154,1/2/2026,6:50:00 PM,Card Purchase,902,Mobile App,Android,Ibadan,No,Successful,No
FT-T000240,FT-C00055,1/2/2026,7:01:00 PM,Airtime/Data,9115,POS,Android,Benin City,No,Successful,No
FT-T000241,FT-C00271,1/2/2026,7:12:00 PM,Card Purchase,5034,USSD,POS Terminal,Benin City,No,Successful,No
FT-T000242,FT-C01124,1/2/2026,7:23:00 PM,Card Purchase,43728,POS,Android,Kaduna,No,Successful,No
FT-T000243,FT-C01093,1/2/2026,7:33:00 PM,Card Purchase,486,POS,iOS,Port Harcourt,No,Successful,No
FT-T000244,FT-C01323,1/2/2026,7:44:00 PM,Transfer,65388,Mobile App,iOS,Enugu,No,Successful,No
FT-T000245,FT-C00970,1/2/2026,7:55:00 PM,Airtime/Data,1395,Mobile App,ATM Terminal,Ibadan,No,Successful,No
FT-T000246,FT-C01378,1/2/2026,8:06:00 PM,Bill Payment,589,USSD,Android,Kano,No,Successful,Yes
FT-T000247,FT-C01176,1/2/2026,8:17:00 PM,Card Purchase,9810,ATM,Android,Benin City,No,Successful,No
FT-T000248,FT-C00330,1/2/2026,8:27:00 PM,Bill Payment,20299,ATM,Android,Lagos,No,Successful,No
FT-T000249,FT-C00116,1/2/2026,8:38:00 PM,Airtime/Data,2665,Mobile App,Android,Abuja,No,Successful,No
FT-T000250,FT-C00323,1/2/2026,8:49:00 PM,Transfer,1153,POS,Android,Benin City,No,Successful,No
FT-T000251,FT-C00563,1/2/2026,9:00:00 PM,Transfer,128636,Mobile App,Android,Abuja,No,Successful,No
FT-T000252,FT-C00229,1/2/2026,9:11:00 PM,Transfer,4322,Mobile App,Android,Lagos,No,Successful,No
FT-T000253,FT-C00360,1/2/2026,9:21:00 PM,Deposit,418450,Mobile App,ATM Terminal,Ibadan,No,Successful,No
FT-T000254,FT-C01029,1/2/2026,9:32:00 PM,Transfer,238836,ATM,iOS,Ibadan,No,Successful,No
FT-T000255,FT-C00028,1/2/2026,9:43:00 PM,Card Purchase,1081,ATM,iOS,Lagos,No,Successful,Yes
FT-T000256,FT-C01388,1/2/2026,9:54:00 PM,Card Purchase,6317,Web,Web Browser,Lagos,No,Successful,No
FT-T000257,FT-C01486,1/2/2026,10:05:00 PM,Cash Withdrawal,2135,Mobile App,Android,Kaduna,No,Successful,No
FT-T000258,FT-C01255,1/2/2026,10:15:00 PM,Deposit,84773,POS,Web Browser,Enugu,No,Successful,No
FT-T000259,FT-C01419,1/2/2026,10:26:00 PM,Card Purchase,69803,USSD,Android,Kaduna,No,Successful,No
FT-T000260,FT-C00869,1/2/2026,10:37:00 PM,Card Purchase,18985,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T000261,FT-C01295,1/2/2026,10:48:00 PM,Airtime/Data,505,POS,iOS,Kaduna,No,Successful,No
FT-T000262,FT-C01328,1/2/2026,10:59:00 PM,Transfer,840,USSD,ATM Terminal,Kano,No,Failed,No
FT-T000263,FT-C01407,1/2/2026,11:09:00 PM,Transfer,801,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T000264,FT-C00028,1/2/2026,11:20:00 PM,Bill Payment,12727,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T000265,FT-C00744,1/2/2026,11:31:00 PM,Bill Payment,78092,USSD,Android,Kano,No,Successful,No
FT-T000266,FT-C01223,1/2/2026,11:42:00 PM,Card Purchase,25628,Mobile App,Web Browser,Abuja,No,Successful,No
FT-T000267,FT-C01106,1/2/2026,11:53:00 PM,Transfer,72014,Mobile App,Android,Enugu,No,Successful,No
FT-T000268,FT-C01112,1/3/2026,12:03:00 AM,Bill Payment,2862,POS,Android,Kano,No,Successful,No
FT-T000269,FT-C01414,1/3/2026,12:14:00 AM,Bill Payment,11155,ATM,Android,Abuja,No,Successful,Yes
FT-T000270,FT-C00580,1/3/2026,12:25:00 AM,Deposit,7957,ATM,iOS,Unspecified,No,Successful,No
FT-T000271,FT-C00451,1/3/2026,12:36:00 AM,Deposit,367559,ATM,Android,Kano,No,Successful,No
FT-T000272,FT-C00433,1/3/2026,12:47:00 AM,Transfer,1232,ATM,Android,Kaduna,No,Successful,Yes
FT-T000273,FT-C00374,1/3/2026,12:57:00 AM,Deposit,62831,Mobile App,POS Terminal,Kaduna,No,Successful,No
FT-T000274,FT-C00435,1/3/2026,1:08:00 AM,Transfer,72121,Mobile App,Android,Kaduna,No,Successful,Yes
FT-T000275,FT-C01211,1/3/2026,1:19:00 AM,Deposit,97112,Mobile App,Android,Kaduna,No,Successful,Yes
FT-T000276,FT-C01414,1/3/2026,1:30:00 AM,Bill Payment,1955,POS,Android,Abuja,No,Successful,No
FT-T000277,FT-C00218,1/3/2026,1:41:00 AM,Cash Withdrawal,14638,USSD,Android,Enugu,No,Successful,No
FT-T000278,FT-C01132,1/3/2026,1:51:00 AM,Cash Withdrawal,38964,Web,Android,Ibadan,No,Successful,Yes
FT-T000279,FT-C00948,1/3/2026,2:02:00 AM,Transfer,281321,Mobile App,ATM Terminal,Ibadan,No,Successful,No
FT-T000280,FT-C00349,1/3/2026,2:13:00 AM,Transfer,14965,USSD,POS Terminal,Kano,No,Successful,No
FT-T000281,FT-C00788,1/3/2026,2:24:00 AM,Card Purchase,2051,Mobile App,iOS,Lagos,No,Successful,No
FT-T000282,FT-C00026,1/3/2026,2:35:00 AM,Deposit,12580,Mobile App,iOS,Enugu,No,Successful,No
FT-T000283,FT-C01072,1/3/2026,2:45:00 AM,Card Purchase,9572,POS,POS Terminal,Ibadan,No,Successful,No
FT-T000284,FT-C00859,1/3/2026,2:56:00 AM,Transfer,383152,Web,POS Terminal,Kano,No,Successful,No
FT-T000285,FT-C00370,1/3/2026,3:07:00 AM,Deposit,61329,Mobile App,iOS,Benin City,No,Successful,Yes
FT-T000286,FT-C01038,1/3/2026,3:18:00 AM,Transfer,1433,USSD,Web Browser,Kano,No,Successful,Yes
FT-T000287,FT-C01211,1/3/2026,3:29:00 AM,Deposit,250511,USSD,Android,Enugu,No,Successful,No
FT-T000288,FT-C00884,1/3/2026,3:39:00 AM,Card Purchase,958,Mobile App,Android,Unspecified,No,Successful,No
FT-T000289,FT-C00279,1/3/2026,3:50:00 AM,Card Purchase,384,POS,Android,Benin City,No,Successful,No
FT-T000290,FT-C00341,1/3/2026,4:01:00 AM,Transfer,989,ATM,iOS,Kano,No,Successful,Yes
FT-T000291,FT-C01352,1/3/2026,4:12:00 AM,Airtime/Data,13235,Mobile App,iOS,Lagos,No,Successful,No
FT-T000292,FT-C00607,1/3/2026,4:23:00 AM,Transfer,230881,USSD,Android,Kaduna,No,Successful,No
FT-T000293,FT-C01049,1/3/2026,4:33:00 AM,Transfer,3100,Mobile App,ATM Terminal,Benin City,No,Successful,Yes
FT-T000294,FT-C00529,1/3/2026,4:44:00 AM,Cash Withdrawal,15647,Mobile App,iOS,Abuja,No,Successful,No
FT-T000295,FT-C00426,1/3/2026,4:55:00 AM,Deposit,50022,Mobile App,Android,Enugu,No,Successful,No
FT-T000296,FT-C00029,1/3/2026,5:06:00 AM,Transfer,8627,ATM,iOS,Kano,No,Successful,Yes
FT-T000297,FT-C00956,1/3/2026,5:17:00 AM,Bill Payment,707,Mobile App,Android,Benin City,No,Successful,No
FT-T000298,FT-C00323,1/3/2026,5:27:00 AM,Bill Payment,675,POS,POS Terminal,Ibadan,No,Successful,No
FT-T000299,FT-C00313,1/3/2026,5:38:00 AM,Cash Withdrawal,11374,ATM,Android,Lagos,No,Successful,No
FT-T000300,FT-C00584,1/3/2026,5:49:00 AM,Card Purchase,49399,Mobile App,Android,Kaduna,Yes,Failed,Yes
FT-T000301,FT-C01294,1/3/2026,6:00:00 AM,Card Purchase,516,ATM,iOS,Lagos,No,Successful,No
FT-T000302,FT-C00762,1/3/2026,6:11:00 AM,Card Purchase,1118,Web,Android,Kano,No,Successful,No
FT-T000303,FT-C00295,1/3/2026,6:21:00 AM,Bill Payment,2088,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T000304,FT-C00656,1/3/2026,6:32:00 AM,Transfer,22427,Mobile App,ATM Terminal,Kaduna,No,Successful,No
FT-T000305,FT-C00786,1/3/2026,6:43:00 AM,Cash Withdrawal,1269,Web,iOS,Kaduna,No,Successful,Yes
FT-T000306,FT-C00223,1/3/2026,6:54:00 AM,Transfer,173678,Mobile App,POS Terminal,Ibadan,No,Successful,Yes
FT-T000307,FT-C00075,1/3/2026,7:05:00 AM,Card Purchase,6094,POS,POS Terminal,Lagos,No,Successful,No
FT-T000308,FT-C00102,1/3/2026,7:15:00 AM,Cash Withdrawal,14573,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T000309,FT-C00885,1/3/2026,7:26:00 AM,Deposit,8491,Mobile App,Android,Kaduna,No,Successful,No
FT-T000310,FT-C00173,1/3/2026,7:37:00 AM,Cash Withdrawal,3224,Web,POS Terminal,Ibadan,No,Successful,No
FT-T000311,FT-C01028,1/3/2026,7:48:00 AM,Transfer,5934,Web,Android,Kaduna,No,Successful,No
FT-T000312,FT-C00395,1/3/2026,7:59:00 AM,Transfer,249675,Mobile App,iOS,Kano,No,Successful,Yes
FT-T000313,FT-C00833,1/3/2026,8:09:00 AM,Cash Withdrawal,1683,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T000314,FT-C01004,1/3/2026,8:20:00 AM,Card Purchase,442,Mobile App,Android,Enugu,No,Successful,No
FT-T000315,FT-C00167,1/3/2026,8:31:00 AM,Bill Payment,917,ATM,Android,Kano,No,Successful,No
FT-T000316,FT-C00300,1/3/2026,8:42:00 AM,Card Purchase,43220,Mobile App,Web Browser,Kaduna,No,Failed,No
FT-T000317,FT-C00118,1/3/2026,8:53:00 AM,Deposit,1373,Mobile App,Android,Port Harcourt,No,Pending,No
FT-T000318,FT-C00512,1/3/2026,9:03:00 AM,Airtime/Data,793,Mobile App,Web Browser,Enugu,No,Successful,No
FT-T000319,FT-C00612,1/3/2026,9:14:00 AM,Transfer,8997,POS,Android,Port Harcourt,No,Successful,No
FT-T000320,FT-C01199,1/3/2026,9:25:00 AM,Bill Payment,7343,USSD,POS Terminal,Kano,No,Successful,No
FT-T000321,FT-C00159,1/3/2026,9:36:00 AM,Transfer,511,ATM,iOS,Kaduna,No,Successful,No
FT-T000322,FT-C01408,1/3/2026,9:47:00 AM,Card Purchase,6752,Mobile App,POS Terminal,Abuja,No,Successful,No
FT-T000323,FT-C01251,1/3/2026,9:57:00 AM,Card Purchase,1044,Mobile App,Web Browser,Abuja,No,Successful,Yes
FT-T000324,FT-C01062,1/3/2026,10:08:00 AM,Bill Payment,840,Web,POS Terminal,Lagos,No,Successful,No
FT-T000325,FT-C00463,1/3/2026,10:19:00 AM,Card Purchase,9093,Web,iOS,Kaduna,No,Pending,No
FT-T000326,FT-C01455,1/3/2026,10:30:00 AM,Deposit,130972,Mobile App,Android,Kaduna,No,Failed,No
FT-T000327,FT-C00104,1/3/2026,10:41:00 AM,Card Purchase,118576,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T000328,FT-C00982,1/3/2026,10:51:00 AM,Card Purchase,102950,Web,POS Terminal,Kaduna,No,Successful,No
FT-T000329,FT-C01217,1/3/2026,11:02:00 AM,Transfer,7546,Mobile App,ATM Terminal,Lagos,No,Successful,No
FT-T000330,FT-C00250,1/3/2026,11:13:00 AM,Bill Payment,20846,Mobile App,iOS,Kaduna,No,Successful,No
FT-T000331,FT-C01037,1/3/2026,11:24:00 AM,Transfer,56755,Mobile App,ATM Terminal,Benin City,No,Successful,No
FT-T000332,FT-C00567,1/3/2026,11:35:00 AM,Card Purchase,4188,Mobile App,Web Browser,Benin City,No,Failed,No
FT-T000333,FT-C00597,1/3/2026,11:45:00 AM,Transfer,975,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T000334,FT-C00621,1/3/2026,11:56:00 AM,Transfer,6722,Mobile App,Android,Ibadan,No,Successful,No
FT-T000335,FT-C00555,1/3/2026,12:07:00 PM,Transfer,427205,Mobile App,Android,Kano,No,Successful,No
FT-T000336,FT-C01412,1/3/2026,12:18:00 PM,Transfer,21811,Mobile App,Android,Benin City,No,Successful,No
FT-T000337,FT-C00071,1/3/2026,12:29:00 PM,Card Purchase,2664,Mobile App,Web Browser,Kano,No,Successful,No
FT-T000338,FT-C00956,1/3/2026,12:39:00 PM,Card Purchase,34958,Mobile App,Web Browser,Benin City,No,Successful,No
FT-T000339,FT-C00973,1/3/2026,12:50:00 PM,Transfer,53277,Mobile App,Web Browser,Benin City,No,Successful,No
FT-T000340,FT-C00438,1/3/2026,1:01:00 PM,Cash Withdrawal,24430,POS,Web Browser,Abuja,No,Successful,No
FT-T000341,FT-C01068,1/3/2026,1:12:00 PM,Card Purchase,17701,USSD,iOS,Lagos,No,Successful,No
FT-T000342,FT-C01296,1/3/2026,1:23:00 PM,Card Purchase,12652,POS,Android,Lagos,No,Successful,No
FT-T000343,FT-C01038,1/3/2026,1:33:00 PM,Bill Payment,79322,Web,ATM Terminal,Ibadan,No,Successful,Yes
FT-T000344,FT-C01395,1/3/2026,1:44:00 PM,Cash Withdrawal,16629,Web,Android,Enugu,No,Successful,No
FT-T000345,FT-C01136,1/3/2026,1:55:00 PM,Airtime/Data,3917,Mobile App,POS Terminal,Kaduna,No,Successful,Yes
FT-T000346,FT-C01403,1/3/2026,2:06:00 PM,Card Purchase,6130,USSD,Android,Lagos,No,Successful,No
FT-T000347,FT-C00314,1/3/2026,2:17:00 PM,Deposit,51014,POS,Android,Ibadan,No,Successful,No
FT-T000348,FT-C01439,1/3/2026,2:27:00 PM,Bill Payment,56078,POS,Android,Lagos,No,Failed,No
FT-T000349,FT-C00485,1/3/2026,2:38:00 PM,Deposit,9261,Mobile App,Android,Benin City,Yes,Successful,No
FT-T000350,FT-C00169,1/3/2026,2:49:00 PM,Airtime/Data,2180,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T000351,FT-C00888,1/3/2026,3:00:00 PM,Transfer,10575,Mobile App,Unspecified,Port Harcourt,No,Successful,No
FT-T000352,FT-C00803,1/3/2026,3:11:00 PM,Transfer,7494,USSD,Android,Kano,No,Successful,No
FT-T000353,FT-C00246,1/3/2026,3:21:00 PM,Bill Payment,38744,Mobile App,POS Terminal,Ibadan,No,Successful,No
FT-T000354,FT-C00266,1/3/2026,3:32:00 PM,Card Purchase,1323,ATM,ATM Terminal,Kano,No,Successful,No
FT-T000355,FT-C00849,1/3/2026,3:43:00 PM,Deposit,26443,Mobile App,POS Terminal,Kano,No,Successful,No
FT-T000356,FT-C00243,1/3/2026,3:54:00 PM,Transfer,269503,POS,Android,Lagos,No,Successful,Yes
FT-T000357,FT-C01324,1/3/2026,4:05:00 PM,Deposit,2876,Mobile App,Android,Lagos,Yes,Successful,Yes
FT-T000358,FT-C01351,1/3/2026,4:15:00 PM,Transfer,516,POS,Android,Enugu,No,Successful,No
FT-T000359,FT-C00530,1/3/2026,4:26:00 PM,Transfer,3037,Mobile App,Android,Enugu,No,Successful,No
FT-T000360,FT-C00847,1/3/2026,4:37:00 PM,Airtime/Data,30853,Web,Android,Ibadan,No,Successful,No
FT-T000361,FT-C01004,1/3/2026,4:48:00 PM,Transfer,907,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T000362,FT-C00342,1/3/2026,4:59:00 PM,Card Purchase,721,POS,POS Terminal,Abuja,No,Successful,No
FT-T000363,FT-C01273,1/3/2026,5:09:00 PM,Transfer,4419,POS,POS Terminal,Abuja,No,Successful,No
FT-T000364,FT-C00760,1/3/2026,5:20:00 PM,Deposit,154840,Mobile App,iOS,Unspecified,No,Successful,No
FT-T000365,FT-C01404,1/3/2026,5:31:00 PM,Bill Payment,26773,ATM,Android,Abuja,No,Successful,No
FT-T000366,FT-C00798,1/3/2026,5:42:00 PM,Deposit,1769,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T000367,FT-C00532,1/3/2026,5:53:00 PM,Card Purchase,117890,Mobile App,Android,Lagos,No,Successful,No
FT-T000368,FT-C00864,1/3/2026,6:03:00 PM,Card Purchase,1382,Web,iOS,Benin City,No,Successful,No
FT-T000369,FT-C01405,1/3/2026,6:14:00 PM,Transfer,3373,ATM,Web Browser,Kaduna,No,Successful,No
FT-T000370,FT-C00042,1/3/2026,6:25:00 PM,Transfer,6927,Web,iOS,Enugu,No,Successful,No
FT-T000371,FT-C01369,1/3/2026,6:36:00 PM,Card Purchase,17372,Web,ATM Terminal,Kano,No,Successful,No
FT-T000372,FT-C00599,1/3/2026,6:47:00 PM,Cash Withdrawal,17786,POS,POS Terminal,Lagos,No,Successful,Yes
FT-T000373,FT-C01285,1/3/2026,6:57:00 PM,Transfer,276900,POS,POS Terminal,Enugu,No,Successful,No
FT-T000374,FT-C00306,1/3/2026,7:08:00 PM,Transfer,23281,Mobile App,Android,Enugu,No,Successful,No
FT-T000375,FT-C00809,1/3/2026,7:19:00 PM,Transfer,170163,Web,POS Terminal,Kaduna,No,Successful,No
FT-T000376,FT-C00862,1/3/2026,7:30:00 PM,Card Purchase,495,POS,POS Terminal,Abuja,No,Reversed,No
FT-T000377,FT-C01264,1/3/2026,7:41:00 PM,Transfer,168854,Web,iOS,Port Harcourt,No,Successful,Yes
FT-T000378,FT-C00679,1/3/2026,7:51:00 PM,Transfer,1919,Web,iOS,Port Harcourt,No,Successful,Yes
FT-T000379,FT-C01337,1/3/2026,8:02:00 PM,Transfer,5889,POS,Android,Ibadan,No,Successful,Yes
FT-T000380,FT-C00731,1/3/2026,8:13:00 PM,Deposit,8130,POS,POS Terminal,Enugu,No,Successful,No
FT-T000381,FT-C00441,1/3/2026,8:24:00 PM,Transfer,4959,POS,Android,Kano,No,Successful,Yes
FT-T000382,FT-C00933,1/3/2026,8:35:00 PM,Deposit,410902,Mobile App,iOS,Kaduna,No,Successful,No
FT-T000383,FT-C00903,1/3/2026,8:45:00 PM,Card Purchase,5057,Web,Web Browser,Enugu,No,Successful,No
FT-T000384,FT-C00133,1/3/2026,8:56:00 PM,Cash Withdrawal,4391,Mobile App,POS Terminal,Port Harcourt,No,Successful,No
FT-T000385,FT-C00719,1/3/2026,9:07:00 PM,Transfer,3704,Mobile App,iOS,Kano,No,Successful,No
FT-T000386,FT-C00051,1/3/2026,9:18:00 PM,Cash Withdrawal,84402,Web,Web Browser,Kano,No,Reversed,No
FT-T000387,FT-C00618,1/3/2026,9:29:00 PM,Transfer,19572,Mobile App,Web Browser,Kaduna,No,Successful,No
FT-T000388,FT-C00392,1/3/2026,9:39:00 PM,Transfer,10639,Web,Android,Kano,No,Successful,No
FT-T000389,FT-C00696,1/3/2026,9:50:00 PM,Airtime/Data,31728,ATM,POS Terminal,Lagos,No,Successful,No
FT-T000390,FT-C00523,1/3/2026,10:01:00 PM,Cash Withdrawal,169865,POS,Android,Kano,No,Successful,No
FT-T000391,FT-C00508,1/3/2026,10:12:00 PM,Transfer,85650,Mobile App,Android,Enugu,No,Successful,Yes
FT-T000392,FT-C00354,1/3/2026,10:23:00 PM,Card Purchase,8246,Mobile App,iOS,Enugu,No,Successful,No
FT-T000393,FT-C00867,1/3/2026,10:33:00 PM,Card Purchase,633,Mobile App,Web Browser,Abuja,No,Successful,No
FT-T000394,FT-C00973,1/3/2026,10:44:00 PM,Bill Payment,21281,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T000395,FT-C01419,1/3/2026,10:55:00 PM,Cash Withdrawal,90072,Mobile App,Web Browser,Kaduna,No,Successful,No
FT-T000396,FT-C00956,1/3/2026,11:06:00 PM,Transfer,164478,POS,iOS,Lagos,No,Successful,No
FT-T000397,FT-C00096,1/3/2026,11:17:00 PM,Transfer,26178,Mobile App,Web Browser,Enugu,No,Failed,No
FT-T000398,FT-C00106,1/3/2026,11:27:00 PM,Card Purchase,15516,Web,iOS,Unspecified,No,Successful,Yes
FT-T000399,FT-C00678,1/3/2026,11:38:00 PM,Card Purchase,28031,Mobile App,POS Terminal,Abuja,No,Successful,No
FT-T000400,FT-C00513,1/3/2026,11:49:00 PM,Card Purchase,80358,Mobile App,POS Terminal,Kaduna,No,Successful,No
FT-T000401,FT-C01266,1/4/2026,12:00:00 AM,Bill Payment,636,Mobile App,Android,Kaduna,No,Successful,No
FT-T000402,FT-C00856,1/4/2026,12:11:00 AM,Bill Payment,9885,POS,iOS,Lagos,No,Successful,No
FT-T000403,FT-C00790,1/4/2026,12:21:00 AM,Card Purchase,3181,POS,iOS,Ibadan,No,Pending,No
FT-T000404,FT-C00515,1/4/2026,12:32:00 AM,Deposit,234650,POS,iOS,Enugu,No,Successful,No
FT-T000405,FT-C00898,1/4/2026,12:43:00 AM,Transfer,1242,Web,iOS,Kaduna,No,Successful,No
FT-T000406,FT-C01085,1/4/2026,12:54:00 AM,Cash Withdrawal,151848,POS,iOS,Abuja,No,Successful,No
FT-T000407,FT-C01440,1/4/2026,1:05:00 AM,Airtime/Data,216,Mobile App,iOS,Kaduna,No,Successful,No
FT-T000408,FT-C01008,1/4/2026,1:15:00 AM,Card Purchase,531,POS,Android,Enugu,No,Successful,No
FT-T000409,FT-C01318,1/4/2026,1:26:00 AM,Card Purchase,2753,Mobile App,Android,Enugu,No,Successful,No
FT-T000410,FT-C00737,1/4/2026,1:37:00 AM,Transfer,434137,POS,iOS,Ibadan,No,Successful,Yes
FT-T000411,FT-C00302,1/4/2026,1:48:00 AM,Deposit,63567,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T000412,FT-C01194,1/4/2026,1:59:00 AM,Card Purchase,355,POS,POS Terminal,Abuja,No,Successful,No
FT-T000413,FT-C00646,1/4/2026,2:09:00 AM,Bill Payment,1873,Web,Android,Kaduna,No,Successful,Yes
FT-T000414,FT-C01065,1/4/2026,2:20:00 AM,Transfer,1379,Mobile App,Android,Ibadan,No,Successful,No
FT-T000415,FT-C00231,1/4/2026,2:31:00 AM,Transfer,503,Web,iOS,Ibadan,No,Successful,Yes
FT-T000416,FT-C01433,1/4/2026,2:42:00 AM,Card Purchase,8085,Mobile App,Web Browser,Enugu,No,Successful,Yes
FT-T000417,FT-C00738,1/4/2026,2:53:00 AM,Transfer,6681,Mobile App,iOS,Enugu,No,Failed,Yes
FT-T000418,FT-C00997,1/4/2026,3:03:00 AM,Deposit,55570,Web,Android,Kaduna,No,Successful,No
FT-T000419,FT-C00297,1/4/2026,3:14:00 AM,Deposit,4126,Mobile App,iOS,Benin City,No,Failed,No
FT-T000420,FT-C00455,1/4/2026,3:25:00 AM,Card Purchase,61082,Mobile App,iOS,Lagos,No,Failed,No
FT-T000421,FT-C01081,1/4/2026,3:36:00 AM,Transfer,6775,Mobile App,POS Terminal,Lagos,No,Failed,Yes
FT-T000422,FT-C00942,1/4/2026,3:47:00 AM,Transfer,13353,Mobile App,Android,Port Harcourt,No,Successful,Yes
FT-T000423,FT-C00240,1/4/2026,3:57:00 AM,Cash Withdrawal,57077,Mobile App,Android,Abuja,No,Successful,No
FT-T000424,FT-C01200,1/4/2026,4:08:00 AM,Transfer,1548,Mobile App,Android,Enugu,No,Successful,No
FT-T000425,FT-C01087,1/4/2026,4:19:00 AM,Bill Payment,2007,Mobile App,Android,Ibadan,Yes,Successful,Yes
FT-T000426,FT-C00551,1/4/2026,4:30:00 AM,Transfer,1433,POS,iOS,Enugu,No,Successful,No
FT-T000427,FT-C00138,1/4/2026,4:41:00 AM,Bill Payment,29265,POS,iOS,Abuja,No,Successful,No
FT-T000428,FT-C00454,1/4/2026,4:51:00 AM,Deposit,1894,POS,Android,Kano,No,Successful,Yes
FT-T000429,FT-C01473,1/4/2026,5:02:00 AM,Card Purchase,6849,Mobile App,Web Browser,Unspecified,No,Successful,No
FT-T000430,FT-C01250,1/4/2026,5:13:00 AM,Deposit,136009,ATM,Android,Benin City,Yes,Successful,Yes
FT-T000431,FT-C00443,1/4/2026,5:24:00 AM,Bill Payment,7368,ATM,POS Terminal,Port Harcourt,No,Successful,No
FT-T000432,FT-C01230,1/4/2026,5:35:00 AM,Bill Payment,7404,Mobile App,Web Browser,Benin City,No,Successful,No
FT-T000433,FT-C00027,1/4/2026,5:45:00 AM,Card Purchase,451,POS,iOS,Benin City,No,Successful,No
FT-T000434,FT-C00457,1/4/2026,5:56:00 AM,Transfer,102738,USSD,POS Terminal,Port Harcourt,No,Successful,Yes
FT-T000435,FT-C00695,1/4/2026,6:07:00 AM,Deposit,52295,ATM,Web Browser,Benin City,No,Successful,No
FT-T000436,FT-C00710,1/4/2026,6:18:00 AM,Cash Withdrawal,39871,Mobile App,ATM Terminal,Benin City,No,Successful,No
FT-T000437,FT-C00849,1/4/2026,6:29:00 AM,Deposit,150930,Web,POS Terminal,Benin City,No,Successful,No
FT-T000438,FT-C00949,1/4/2026,6:39:00 AM,Cash Withdrawal,22097,Mobile App,POS Terminal,Lagos,No,Successful,Yes
FT-T000439,FT-C00107,1/4/2026,6:50:00 AM,Transfer,15906,Mobile App,Android,Benin City,No,Successful,No
FT-T000440,FT-C00444,1/4/2026,7:01:00 AM,Airtime/Data,6164,ATM,Android,Benin City,No,Successful,No
FT-T000441,FT-C00036,1/4/2026,7:12:00 AM,Transfer,227936,Mobile App,iOS,Ibadan,No,Successful,No
FT-T000442,FT-C00597,1/4/2026,7:23:00 AM,Airtime/Data,5288,Mobile App,Android,Abuja,No,Successful,No
FT-T000443,FT-C00155,1/4/2026,7:33:00 AM,Transfer,106626,Mobile App,iOS,Ibadan,No,Successful,No
